"Keyword","Type","Volume","KD","Cluster","Article Angle","Priority","Content Target","Status"
"unique valentines gifts for him","Commercial","880","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentine's day gift for husband","Commercial","880","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for valentine's day","Informational","590","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for girlfriends birthday","Commercial","590","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gift to give boyfriend for birthday","Commercial","590","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentines day gift for her","Commercial","590","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"xmas gift for wife","Commercial","590","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gift for girlfriend birthday","Commercial","480","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for boyfriend birthday","Commercial","480","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good gifts for husband","Informational","480","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique birthday gifts for boyfriend","Commercial","480","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for boyfriend new relationship","Commercial","390","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great christmas gifts for wife","Commercial","390","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great gifts for husbands for christmas","Commercial","390","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"husband gift for valentines day","Informational, Commercial","390","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"creative gifts for girlfriend","Commercial","320","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for him valentines day","Informational","320","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cute small gifts for boyfriend","Commercial","260","39","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for boyfriend","Commercial","22200","40","Occasion — Valentine & Couples","Gift Guide — Standard","Primary","Blog Article","Unassigned"
"best valentine gift for boyfriend","Commercial","4400","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gifts for girlfriend","Commercial","4400","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for girlfriend","Commercial","3600","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for boyfriend","Commercial","2900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift tips for boyfriend","Commercial","2900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentines gifts for boyfriend","Commercial","2900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good valentines gifts for her","Commercial","2400","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"mothers day gift for wife","Commercial","2400","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool xmas gifts for the wife","Commercial","1900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentine gift for husband","Commercial","1900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentine's day gift ideas for her","Informational","1900","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"top 20 valentine's day gifts for him","Commercial","1300","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift ideas for girlfriend birthday","Informational","1000","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for your girlfriend","Commercial","720","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"adorable gifts for girlfriend","Commercial","590","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great valentines gifts for her","Commercial","590","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentine's gifts for boyfriend","Commercial","480","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"romantic gift ideas for boyfriend","Commercial","390","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best birthday gifts for boyfriend","Commercial","320","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cool gift for wife","Commercial","320","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift idea for boyfriend","Commercial","320","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"thoughtful gift for girlfriend","Commercial","320","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best gifts for wife christmas 2024","Commercial","260","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best xmas gift for husband","Commercial","260","40","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for girlfriend birthday","Commercial","2400","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"christmas gift for girlfriend","Commercial","1600","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"good birthday gifts for girlfriend","Commercial","1600","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"ideas valentines gifts for her","Informational","1300","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for her for valentine day","Informational","1000","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for valentine's day","Informational","1000","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for a girlfriend ideas","Informational, Commercial","880","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift tips for girlfriend","Informational","880","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"unique gifts for boyfriend","Commercial","880","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"useful gift for boyfriend","Commercial","880","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"cute christmas gifts for girlfriend","Commercial","720","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentines day gifts for boyfriend","Commercial","720","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"great gifts for girlfriend","Commercial","590","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"nice valentines gifts for him","Commercial","590","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentines day gift ideas for boyfriend","Informational","590","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"best valentine's day gifts for husband","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"birthday gift for girlfriend ideas","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for boyfriend birthday unique","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gifts for wife for christmas","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"meaningful gifts for boyfriend","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"valentine's day gifts for women","Commercial","390","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"fun gifts for wife","Commercial","320","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"gift for valentine for him","Commercial","260","41","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
"christmas gifts for girlfriend","Commercial","5400","42","Occasion — Valentine & Couples","Gift Guide — Standard","Supporting","Blog Article","Unassigned"
